date,RET,VOL_CHANGE,BA_SPREAD,ILLIQUIDITY,sprtrn,TURNOVER,DJI_Return,day_of_week,day_of_month,month,is_month_start,is_month_end,year,week,RET_ema_12,RET_ema_26,RET_cumulative_sum,RET_cumulative_product,RET_skew_10,RET_kurtosis_10,RET_entropy_10,RSI,OBV
1992-01-02,0.055432,0.717744613,0.008403361,4.51e-10,0.000408,17.41984978,0.0,3,2,1,0,0,1992,1,0.055432,0.055432,0.055432,0.055432,,,,,
1992-01-03,-0.008403,-0.172890269,0.004237288,-8.34e-11,0.004985,14.40812727,0.009172897,4,3,1,0,0,1992,1,0.04561123076923077,0.05070348148148148,0.047029,-0.00046579509600000007,,,,,0.011036450321615002
1992-01-06,-0.016949,-0.399631799,0.004310345,-2.85e-10,-0.003291,8.65018145,-0.000437265,0,6,1,0,0,1992,2,0.03598657988165681,0.0456921865569273,0.030080000000000003,7.894761082104e-06,,,,,0.014451703675869001
1992-01-07,0.019397,0.237283406,0.00422833,2.59e-10,-0.00134,10.70272597,0.001468689,1,7,1,0,0,1992,2,0.03343433682294038,0.043744394960117866,0.04947700000000001,1.531346807095713e-07,,,,,0.023076006350345003
1992-01-08,0.023256,0.645320881,0.004132231,1.84e-10,0.001677,17.60941852,-0.000280874,2,8,1,0,0,1992,2,0.03186843885018032,0.04222673607418321,0.072733,3.5613001345817903e-09,,,,,0.025566299630124002
1992-01-09,0.028926,-0.104730319,0.008032129,2.49e-10,-0.001172,15.7651785,0.0017479,3,9,1,0,0,1992,2,0.03141575595015258,0.041241496364984455,0.101659,1.0301416769291287e-10,,,,,0.024972478721394003
1992-01-10,0.0,-0.054563772,0.004016064,0.0,-0.00601,14.90497088,-0.00311575,4,10,1,0,0,1992,2,0.026582562727052183,0.03818657070831894,0.101659,0.0,,,,,0.026550790390266005
1992-01-13,-0.004016,-0.451786715,0.004032258,-6.69e-11,-0.001831,8.171103047,-0.004344398,0,13,1,0,0,1992,3,0.021875091538274924,0.03506045435955458,0.097643,-0.0,,,,,0.028365165837706003
1992-01-14,0.040323,1.522391174,0.003875969,2.56e-10,0.014722,20.6107182,0.019023057,1,14,1,0,0,1992,3,0.024713231301617244,0.03545027255514313,0.13796599999999998,-0.0,,,,,0.095866468101692
1992-01-15,-0.015504,0.198141894,0.003937008,-8.34e-11,0.000785,24.69456494,0.003789061,2,15,1,0,0,1992,3,0.018525964947522282,0.0316758819955029,0.12246199999999997,0.0,0.4317078353674961,-1.037677272328308,2.3025850929940455,,0.084804800585354
1992-01-16,-0.011811,-0.076712397,0.003984064,-6.97e-11,-0.006084,22.80018567,-0.002731288,3,16,1,0,0,1992,3,0.013858739570980392,0.0284546314773175,0.11065099999999997,-0.0,0.5323463455654663,-1.336046274512562,2.3025850929940455,,0.084521501703233
1992-01-17,0.031873,1.831994741,0.003861004,6.43e-11,0.001554,64.57000591,0.004739015,4,17,1,0,0,1992,3,0.016630164252368025,0.028707843960479165,0.14252399999999998,-0.0,0.05056319561260355,-1.8263084040167392,2.3025850929940455,,0.164550359969077
1992-01-20,-0.011583,-0.754671999,0.00390625,-9.64e-11,-0.005969,15.84083045,-0.003369066,0,20,1,0,0,1992,4,0.012289677444311406,0.025723337000443672,0.13094099999999997,0.0,0.09979184468426845,-1.846698220202668,2.3025850929940455,,0.197345386357621
1992-01-21,-0.044922,-0.074289017,0.00408998,-4.23e-10,-0.008935,14.66403072,-0.009403841,1,21,1,0,0,1992,4,0.003487880914417344,0.02049034907448488,0.08601899999999998,-0.0,-0.24664220194691194,-0.5748097678928461,2.3025850929940455,36.63856461164842,0.199822107895384
1992-01-22,0.038855,-0.047996565,0.003937008,3.7e-10,0.013305,13.96020761,0.010051544,2,22,1,0,0,1992,4,0.008928976158353138,0.021850693587486,0.12487399999999999,-0.0,-0.1931521817049693,-0.890382854031982,2.3025850929940455,48.19545712836345,0.19580109966937898
1992-01-23,0.015748,-0.245435557,0.003875969,1.96e-10,-0.007581,10.53387628,-0.008937925,3,23,1,0,0,1992,4,0.009978056749375732,0.021398642210635185,0.140622,-0.0,-0.11489916873392658,-0.5763436417703406,2.3025850929940455,52.88483820490462,0.20147237908497798
1992-01-24,0.001938,0.273368217,0.003868472,1.89e-11,0.001253,13.41350325,0.001890507,4,24,1,0,0,1992,4,0.008741124941779466,0.019957113157995542,0.14256,-0.0,-0.14132127072061137,-0.5577288534118772,2.3025850929940455,52.228034040424774,0.19769716400820797
1992-01-27,-0.001934,-0.528338973,0.003875969,-4e-11,-0.001179,6.32662672,0.002412784,0,27,1,0,0,1992,5,0.007098798027659548,0.018335549220366242,0.140626,0.0,-0.1686382515148607,-0.518015208840513,2.3025850929940455,47.274864260619616,0.19974289251166397
1992-01-28,0.011628,1.073310994,0.003831418,1.15e-10,-7.2e-05,13.11706473,0.009720422,1,28,1,0,0,1992,5,0.007795598331096541,0.017838693722561336,0.152254,0.0,-0.2284217598963647,0.23978646236526352,2.3025850929940455,48.55040665406729,0.21429913621229196
1992-01-29,-0.030651,-0.166952873,0.003952569,-3.74e-10,-0.011134,10.92713309,-0.014394455,2,29,1,0,0,1992,5,0.0018807370493893801,0.014246864557927164,0.121603,-0.0,-0.1909959227213544,-0.4215129710637555,2.3025850929940455,43.194109032253635,0.22135773672985895
1992-01-30,0.007905,-0.397633222,0.007843137,1.59e-10,0.003144,6.582141953,0.006170512,3,30,1,0,0,1992,5,0.0028075467340987065,0.013777096812895523,0.129508,-0.0,-0.4655195892521552,-0.1268900097643255,2.3025850929940455,50.883601562203104,0.20602659022242695
