date,RET,VOL_CHANGE,BA_SPREAD,ILLIQUIDITY,sprtrn,TURNOVER,DJI_Return
1/22/1998,0.01232,0.084681635,0.004056795,2.53E-10,-0.008004,33.06767765,-0.008146875
1/23/1998,-0.03854,-0.0370682,0.001054852,-8.53E-10,-0.00567,31.84191837,-0.003906364
1/26/1998,-0.025316,-0.482208082,0.002164502,-1.11E-09,-0.000658,16.48748799,0.001589433
1/27/1998,-0.012987,-0.12931858,0.00877193,-6.63E-10,0.012613,14.35534946,0.013242698
1/28/1998,0.004386,0.286865877,0.002183406,1.73E-10,0.00871,18.47340937,0.012845695
1/29/1998,0.039301,-0.085613232,0.00210084,1.63E-09,0.008215,16.89184108,0.007270548
1/30/1998,-0.008403,-0.229217985,0.002118644,-4.57E-10,-0.005287,13.01992731,-0.00834314
2/2/1998,0.057203,0.855344641,0.001002004,1.59E-09,0.021412,24.15645235,0.025457508
2/3/1998,-0.009018,-0.359780573,0.007077856,-3.94E-10,0.004714,15.46543009,0.006483934
2/4/1998,-0.017189,-0.719845703,0.004115226,-2.73E-09,0.000905,4.332706688,-0.003754758
2/5/1998,-0.024691,3.697980947,0.002109705,-8.55E-10,-0.003337,20.35497347,-0.001532645
2/6/1998,-0.006329,-0.632560746,0.004246285,-6.00E-10,0.008889,7.479216276,0.008899595
2/9/1998,-0.010616,0.231704184,0.001072961,-8.26E-10,-0.001699,9.212181978,-0.001095333
2/10/1998,0.092275,3.667170041,0.003929273,1.41E-09,0.008182,42.99481974,0.014068828
2/11/1998,-0.001965,-0.470217176,0.003937008,-5.68E-11,0.000981,22.77791703,0.002283069
2/12/1998,-0.005906,-0.534408099,0.003960396,-3.69E-10,0.004049,10.60521369,0.0066209
2/13/1998,-0.013861,1.76727055,0.008032129,-3.17E-10,-0.003955,29.34749551,5.97E-05
2/17/1998,-0.008032,-0.715499558,0.006072874,-6.51E-10,0.002617,8.349375444,0.003393077
2/18/1998,-0.01417,0.2428362,0.004106776,-9.37E-10,0.009113,10.37690605,0.006258209
2/19/1998,0.030801,0.492149506,0.002988048,1.32E-09,-0.003682,15.48389522,-0.008931364
2/20/1998,0.007968,-0.389320577,0.001976285,5.57E-10,0.005767,9.455696203,0.004580023
2/23/1998,0.025692,0.472353661,0.007707129,1.19E-09,0.0038,13.92212892,-0.000444528
2/24/1998,0,2.505320266,0.003853565,0,-0.007302,48.80152066,-0.004768089
2/25/1998,0.015414,-0.516589309,0.0028463,4.14E-10,0.011974,23.59117684,0.010475462
2/26/1998,0.104364,1.277459616,0.003436426,1.12E-09,0.005533,53.72795254,0.003888686
2/27/1998,0.058419,0.609005152,0.000811688,3.67E-10,0.000639,86.44855245,0.006483564
3/2/1998,-0.00974,-0.556554596,0.003278689,-1.39E-10,-0.001563,38.33521327,0.000553548
3/3/1998,-0.059016,-0.268150562,0.003484321,-1.22E-09,0.004123,28.05560429,0.004020827
3/4/1998,0.023519,-0.087909323,0.002553191,5.23E-10,-0.004458,25.58925513,-0.005310512
3/5/1998,0.021277,0.641517966,0.005,2.82E-10,-0.011735,42.00522204,-0.01111459
3/6/1998,0.023333,-0.509736156,0.004885993,6.17E-10,0.019951,20.59364164,0.014809887
3/9/1998,0.087948,2.915019779,0.002994012,5.46E-10,-0.003202,80.62451435,-0.000262562
3/10/1998,-0.004678,0.078803197,0.000752021,-2.70E-11,0.011346,86.97798387,0.008868826
3/11/1998,-0.041925,-0.496708441,0.003139717,-5.02E-10,0.003965,43.77528512,0.003775243
3/12/1998,-0.014129,-0.216952061,0.00955414,-2.19E-10,0.001357,34.2781468,-0.001866171
3/13/1998,0.002389,-0.334736922,0.001588562,5.56E-11,-0.001224,22.80398546,-0.006586945
3/16/1998,0.003971,-0.490987599,0.006329114,1.81E-10,0.009976,11.60751138,0.013522792
3/17/1998,0.011076,-0.060129783,0.00312989,5.31E-10,0.001093,10.90955425,0.003571644
3/18/1998,0.068075,3.380754532,0.004395604,6.98E-10,0.004692,47.79207921,0.002904021
3/19/1998,-0.015385,-0.112496602,0.001488095,-1.80E-10,0.003888,42.4156327,0.003150787
3/20/1998,0,-0.47199112,0.00297619,0,0.008644,22.39583072,0.011743644
3/23/1998,-0.002232,-0.518259095,0.002237136,-1.03E-10,-0.003284,10.78898776,-0.010125234
3/24/1998,0.00522,0.834749241,0.007418398,1.31E-10,0.009219,19.7950871,0.010003168
3/25/1998,-0.030415,0.992461511,0.000765111,-3.94E-10,-0.003374,39.44094916,-0.003553354
3/26/1998,0.013007,-0.300879782,0.003021148,2.38E-10,-0.001016,27.57396499,-0.002920178
3/27/1998,0.02719,-0.029314979,0.002941176,4.99E-10,-0.004869,26.76563479,-0.005743213
3/30/1998,0.010294,-0.280602601,0.001455604,2.60E-10,-0.001725,19.25512804,-0.001587066
3/31/1998,-0.004003,0.192141633,0.000730727,-8.52E-11,0.007499,22.95483979,0.002014258
4/1/1998,0.053708,1.20566364,0.002773925,4.92E-10,0.005809,50.63065547,0.00778548
4/2/1998,0.054785,0.15126334,0.002629849,4.13E-10,0.010703,58.28921753,0.013341798
4/3/1998,-0.021696,-0.297957598,0.004032258,-2.38E-10,0.002402,40.92150228,-0.000359366
4/6/1998,-0.047043,-0.059141146,0.004231312,-5.76E-10,-0.001167,38.50135773,0.005545813
4/7/1998,-0.038082,0.062472399,0.002932551,-4.56E-10,-0.010558,40.9066299,-0.008494245
4/8/1998,0.039589,-0.032357621,0.001410437,4.71E-10,-0.00712,39.58298868,-0.00725948
4/9/1998,0.074753,0.417108004,0.00328084,5.84E-10,0.008188,56.0933701,0.011626847
4/13/1998,-0.009843,-0.314665076,0.003313453,-1.13E-10,-0.000882,38.44274554,0.001938824
4/14/1998,0.030484,0.487687513,0.001286174,2.29E-10,0.005461,57.1907925,0.010862975
4/15/1998,-0.010932,-0.315947102,0.00390117,-1.21E-10,0.0032,39.12152734,0.005715499
4/16/1998,0.024707,0.451467881,0.005076142,1.85E-10,-0.009961,56.78364039,-0.009353492
4/17/1998,-0.036802,-0.566479551,0.001317523,-6.58E-10,0.01313,24.61686928,0.010018067
4/20/1998,-0.006588,0.276707498,0.00265252,-9.29E-11,0.000828,31.42854159,-0.002799035
4/21/1998,-0.012599,-0.070047388,0.004701142,-1.94E-10,0.002688,29.22705435,0.004714651
4/22/1998,-0.062458,0.350929378,0.004297994,-7.57E-10,0.003435,39.48368634,-0.00089502
4/23/1998,-0.071633,0.089834,0.00462963,-8.59E-10,-0.009694,43.03066383,-0.003638517
4/24/1998,0.04784,0.369025024,0.001472754,4.00E-10,-0.010432,58.91005556,-0.008608457
4/27/1998,-0.025037,0.124063739,0.000755287,-1.91E-10,-0.01928,66.21865731,-0.016214741
4/28/1998,0.155589,2.681410229,0.001960784,2.79E-10,-0.001316,243.7780424,-0.00209469
4/29/1998,-0.001307,-0.58747814,0.00065445,-5.69E-12,0.008764,100.5637716,0.00590626
4/30/1998,-0.039267,-0.217505852,0.002724796,-2.27E-10,0.015649,78.69056273,0.012495151
5/1/1998,0.029973,-0.585335334,0.001984127,4.06E-10,0.00832,32.63019593,0.009234997
5/4/1998,0.007937,-0.168955624,0.005249344,1.28E-10,0.000955,27.11714083,0.004984092
5/5/1998,-0.016076,-0.226472532,0.003334445,-3.42E-10,-0.005855,20.97585328,-0.004904983
5/6/1998,-0.035679,0.242296838,0.001383126,-6.33E-10,-0.009485,26.0582362,-0.01015788
5/7/1998,0.006916,0.863225364,0.002747253,6.54E-11,-0.008851,48.55236663,-0.008611122
5/8/1998,0.01511,-0.647823349,0.00202977,4.00E-10,0.011871,17.0990099,0.008741618
5/11/1998,-0.05954,1.350997681,0.000719424,-7.12E-10,-0.001354,40.19973263,0.004016404
5/12/1998,0.051799,0.012239922,0.002735978,5.82E-10,0.008268,40.69177424,0.007726981
5/13/1998,0.016416,0.198622437,0.001345895,1.51E-10,0.002751,48.77407361,0.005465136
5/14/1998,-0.014132,-0.38325489,0.003412969,-2.14E-10,-0.001332,30.08117141,-0.004299833
5/15/1998,-0.02116,-0.461435478,0.00069735,-6.09E-10,-0.007732,16.20065171,-0.008311007
5/18/1998,-0.017434,0.435841102,0.000709723,-3.56E-10,-0.002625,23.2615616,-0.004957107
5/19/1998,0.02626,-0.480109983,0.004149378,1.00E-09,0.003346,12.09345365,0.000413244
5/20/1998,-0.019364,0.17047751,0.004231312,-6.45E-10,0.008598,14.15511551,0.012902771
5/21/1998,0.00141,-0.157526909,0.000704225,5.57E-11,-0.00395,11.92530392,-0.004264344
